0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00
9.164214901428114019e-05 1.831010705013212114e-01 4.771628560169488358e-06 4.762878043370835483e+06 1.001836084336561306e-12 -2.001552339991722054e-09 1.832842980285622804e-04
2.886727693949855652e-04 5.766965986020266000e-01 1.627603182125266076e-04 7.546290039184927009e+05 2.156823166444697191e-10 -4.308116411091973713e-07 3.940612407614088770e-04
5.152579828327955936e-04 1.029234343151186559e+00 1.400231559513377732e-03 2.244881406636034371e+05 6.237433983586769684e-09 -1.245568044316454326e-05 6.364547249041823101e-04
7.758309782862771046e-04 1.549494190164979024e+00 6.393706270865595447e-03 9.199974517379183089e+04 6.949692047314625607e-08 -1.387117897828189989e-04 9.152072316683718990e-04
1.075489923057780821e-03 2.147369854980400561e+00 2.093072659821703166e-02 4.532464213585681136e+04 4.617952151926533815e-07 -9.203522774262219014e-04 1.235772614447189742e-03
1.420097709545009926e-03 2.833298129398063914e+00 5.606633607715703904e-02 2.521393411581229157e+04 2.223622593929911612e-06 -4.409568912935737418e-03 1.604422804642830326e-03
1.816396664005323451e-03 3.615807533206933044e+00 1.307606759211094594e-01 1.540093876971921600e+04 8.490426298847472933e-06 -1.658330685968778875e-02 2.028370523367816793e-03
2.272140461634684222e-03 4.494758691985250465e+00 2.722241023975575103e-01 1.020132360359515951e+04 2.668514801849956311e-05 -5.014859602897271673e-02 2.515910399901551651e-03
2.796245828908448978e-03 5.449957840460928793e+00 5.062830274982548229e-01 7.244728250290241704e+03 6.988289399089138540e-05 -1.212854147068046368e-01 3.076581257915346305e-03
3.398967001273278492e-03 6.435724025215037614e+00 8.332583349492613811e-01 5.414509530340936180e+03 1.538934771125444580e-04 -2.339083892245696350e-01 3.721352744631210678e-03
4.092096349492832172e-03 7.397101674884498657e+00 1.212819323685621287e+00 4.169489101803514131e+03 2.908794139355621146e-04 -3.683611696712757455e-01 4.462839954354454533e-03
4.889195099945320075e-03 8.295938587280907939e+00 1.587668178688688592e+00 3.261218154285214041e+03 4.868326032183952954e-04 -4.969413322274227052e-01 5.315550245536184749e-03
5.805858662965679429e-03 9.118976579570343688e+00 1.918296664384136818e+00 2.575703577795599358e+03 7.447657408689155756e-04 -6.041692396001452359e-01 6.296167080395174108e-03
6.860021760439092772e-03 9.869100368627059083e+00 2.191109386887775123e+00 2.051287116281287126e+03 1.068162762454075024e-03 -6.878548785986096092e-01 7.423876440483012304e-03
8.072309322533520459e-03 1.055549293227026730e+01 2.408521312738454156e+00 1.647114815726328743e+03 1.462266285898253465e-03 -7.515815534972221101e-01 8.720742204584026880e-03
9.466440018942109610e-03 1.118834503943742753e+01 2.578977235368725918e+00 1.333358819405831582e+03 1.934195345253877235e-03 -7.998661674558958934e-01 1.021213783330019234e-02
1.106969031981198601e-02 1.177686409243450782e+01 2.711686842033571576e+00 1.087796685773332001e+03 2.492824352622912895e-03 -8.365340712294186964e-01 1.192724280632378141e-02
1.291342816581234586e-02 1.232878658425301310e+01 2.814657972394996044e+00 8.939071610948617490e+02 3.148713159780164826e-03 -8.644751399712862217e-01 1.389961352530091031e-02
1.503372668871276116e-02 1.285043853672771341e+01 2.894265867466880415e+00 7.394425398760563439e+02 3.914117762659629837e-03 -8.857894119719301740e-01 1.616783985212461028e-02
1.747206999004823763e-02 1.334695067324417117e+01 2.955386602132288765e+00 6.153135512319504414e+02 4.803056833703041491e-03 -9.019852860394879102e-01 1.877630012797186151e-02
2.027616478658402985e-02 1.382248679337365616e+01 3.001676923119735108e+00 5.147429219119378558e+02 5.831408635620771025e-03 -9.141442462352904474e-01 2.177602944519619818e-02
2.350087380260019315e-02 1.428044206049032994e+01 3.035848254875934682e+00 4.326406641426286228e+02 7.017018842934226626e-03 -9.230417590632874481e-01 2.522571816000419159e-02
2.720928917101878702e-02 1.472360331407068834e+01 3.059891463027924363e+00 3.651506973769673436e+02 8.379803084598111407e-03 -9.292322332539566521e-01 2.919286018203337899e-02
3.147396684470016304e-02 1.515427494914158935e+01 3.075248556495459695e+00 3.093242042299516470e+02 9.941828120385215461e-03 -9.331078213164417656e-01 3.375507350736695056e-02
3.637834616943375066e-02 1.557437661617577973e+01 3.082939484015196907e+00 2.628844709277434504e+02 1.172735318074200062e-02 -9.349389289527955116e-01 3.900161883150054382e-02
4.201838239287736254e-02 1.598551876204602529e+01 3.083654075209434797e+00 2.240570039568836478e+02 1.376280860879387086e-02 -9.349020642521235214e-01 4.503514595425418821e-02
4.850442404983752731e-02 1.638906098296489233e+01 3.077817885121071573e+00 1.914460567405251084e+02 1.607668269163788771e-02 -9.330988892239647781e-01 5.197370214542087336e-02
5.596337195534172027e-02 1.678615703423258054e+01 3.065638757194852460e+00 1.639442006798986142e+02 1.869927938037502235e-02 -9.295690797335720568e-01 5.995304176526256024e-02
6.454116204667152690e-02 1.717778936113653288e+01 3.047139153186418703e+00 1.406655314298773192e+02 2.166229926575714837e-02 -9.242987423140963665e-01 6.912928232808049356e-02
7.440562065170081008e-02 1.756479521498301466e+01 3.022177910648499832e+00 1.208958896952660069e+02 2.499818341747309103e-02 -9.172255582668025209e-01 7.968195897532114047e-02
8.574974804748450308e-02 1.794788576971044947e+01 2.990464071047440164e+00 1.040554232322269144e+02 2.873914420108449747e-02 -9.082414354193051320e-01 9.181753711964786568e-02
9.879549455263572644e-02 1.832765911174994855e+01 2.951564714106805543e+00 8.967017356152138063e+01 3.291578866358346733e-02 -8.971931822744833029e-01 1.057734519856236011e-01
1.137981030335596389e-01 1.870460748857402322e+01 2.904908282140113318e+00 7.735031792742337586e+01 3.755521829466288569e-02 -8.838815354394879975e-01 1.218227540814956766e-01
1.310511027866221312e-01 1.907911871629838529e+01 2.849784654547415030e+00 6.677336098578554413e+01 4.267846380866007622e-02 -8.680587409821073352e-01 1.402794514917485580e-01
1.508920525026439807e-01 1.945147110158188397e+01 2.785343250382780411e+00 5.767103918498938242e+01 4.829708509964561469e-02 -8.494247949805869835e-01 1.615046535135394312e-01
1.737091446760691549e-01 1.982182054586264286e+01 2.710590768818072149e+00 4.981903416768773241e+01 5.440873494767969887e-02 -8.276223752258687894e-01 1.859136358385988785e-01
1.999488006755080760e-01 2.019017754951617505e+01 2.624390994519088416e+00 4.302883161661979017e+01 6.099145086076358108e-02 -8.022304353505200769e-01 2.139839655124172735e-01
2.301244050748628145e-01 2.055637042477688325e+01 2.525470744951073598e+00 3.714123851216124450e+01 6.799640338519263860e-02 -7.727563759709874525e-01 2.462648446373083833e-01
2.648263501341207582e-01 2.091998882356223888e+01 2.412439202851101694e+00 3.202120728043920650e+01 7.533879306670326903e-02 -7.386266431238436292e-01 2.833878556309331609e-01
3.047335869522674323e-01 2.128029807682777630e+01 2.283833908137231639e+00 2.755372970383464448e+01 8.288655846316728137e-02 -6.991755091735555316e-01 3.260793182736017037e-01
3.506269092931361131e-01 2.163610863697034148e+01 2.138218290382551956e+00 2.364068006114608878e+01 9.044656147814926495e-02 -6.536316079763713205e-01 3.751745003126705225e-01
4.034042299851350322e-01 2.198557364831437155e+01 1.974378404393868136e+00 2.019864353864588224e+01 9.774806629170693095e-02 -6.011013699514602404e-01 4.316339596575995974e-01
4.640981487809338613e-01 2.232586583392815882e+01 1.791712440369959580e+00 1.715803980817523211e+01 1.044240725356176541e-01 -5.405474242052007439e-01 4.965623379042681251e-01
5.338961553961024675e-01 2.265263919063797715e+01 1.591002078942505449e+00 1.446442265454292553e+01 1.099941614580648430e-01 -4.707574253881129378e-01 5.712299728879368654e-01
6.141638630035464175e-01 2.295907731754462233e+01 1.375959812463634524e+00 1.208415008108408983e+01 1.138648372315041318e-01 -3.902950672304793533e-01 6.570977531191558585e-01
7.064717267521067878e-01 2.323408178603585483e+01 1.156387558034488450e+00 1.001975306756895989e+01 1.154107817122831947e-01 -2.974474920107212372e-01 7.558457003850577172e-01
